id	links	xcoord_p	ycoord_p
24045	3	1725377.7507698545	719566.9275673595
24046	1	1725306.0327840114	719693.1341517577
24047	3	1725697.41675253	720016.4007977536
24048	1	1808419.2009439028	746828.2508527568
24049	3	1807326.3830121013	748284.0518132437
24050	1	1808385.9883664115	747155.3657857436
24051	5	1807984.6600131325	746820.4748927515
24052	1	1807014.9598048856	747603.1732213702
24053	3	1807176.0821923364	746517.7205666302
24054	3	1808064.1074633778	747501.5621590345
24055	3	1807655.4703728186	747544.6160958923
24056	1	1807628.3417412841	747167.231996659
24057	3	1808530.853054295	747426.5176323132
24058	3	1807953.4478410245	746607.670830926
24059	4	1807215.3797089625	746806.568119033
24060	4	1807271.1969285274	747575.1612537864
24061	3	1808586.695288613	747781.8992878656
24062	1	1806656.358893342	747854.2063043779
24063	1	1808106.510240646	747874.1288577034
24064	1	1807668.6600186066	747903.5108318112
24065	3	1808652.663365111	748158.7048295349
24066	3	1808213.8137544184	748219.3937171007
24067	4	1807674.6592949934	748292.6632664747
24068	3	1807385.822450559	748332.8681633552
24069	3	1807273.7747165798	748351.3342512305
24070	3	1807336.1392758356	748396.8575409098
24071	3	1806998.4929357169	748446.4410804962
24072	3	1806574.0635944975	748452.828388582
24073	2	1805937.5620794878	748539.7842278649
24074	3	1808254.3713068096	748525.3471396253
24075	3	1808642.9357384925	748527.5570882038
24076	3	1807866.4665518338	748694.2495723326
24077	3	1806620.2369889652	748759.8403003252
24078	2	1807925.6991726467	748759.0870857086
24079	3	1806677.8991904864	749121.0336341303
24080	3	1803752.7098872482	732449.682731685
24081	1	1802274.8000195983	731582.238456247
24082	1	1801606.3732403046	735627.9067096168
24083	4	1804006.916533397	734726.1597573586
24084	1	1783247.7606454166	719213.9054548105
24085	3	1794348.709843752	714568.9042909584
24086	1	1794561.824252703	714673.5584026998
24087	1	1785825.3129495012	720913.63092141
24088	1	1785831.8766721901	721019.5302744051
24089	1	1785677.404383564	720821.0053788945
24090	4	1785825.50898384	720944.5746251029
24091	3	1786026.60565328	720921.8219081548
24092	1	1777582.8061332826	693941.0609470282
24093	1	1778568.57904313	703820.3905354755
24094	3	1778212.1617230375	703823.1030700097
24095	3	1713310.6333457364	687473.3897787257
24096	3	1736573.975536562	696706.4793452475
24097	1	1783848.120367621	718176.8592897989
24098	1	1779119.7455213517	700249.7767824224
24099	4	1778711.337942089	699482.489388969
24100	3	1778719.4444247806	699863.2347504618
24101	1	1728545.1610757986	716279.853743405
24102	1	1782854.9500880674	696489.6072079348
24103	3	1782656.9257805273	696008.1501710055
24104	1	1734808.1393523861	709266.1367923031
24105	1	1740690.7509655694	716233.4166366054
24106	3	1739957.390631121	715804.8945183222
24107	1	1709577.1352012476	710113.5849863722
24108	3	1709219.7345838184	710228.5623365623
24109	1	1711278.226939551	711899.0171281048
24110	1	1746238.0303939003	703176.8730386207
24111	3	1778703.23138528	698787.9312720548
24112	3	1779050.36003649	698753.249619645
24113	4	1779064.8484434155	699477.9821960848
24114	3	1779067.3481901186	699858.7644319377
24115	1	1752150.4172125482	787997.212891475
24116	1	1784066.2931049762	772230.5689890136
24117	3	1783796.3472900607	772972.4658091466
24118	1	1784111.1568834975	772943.8698206433
24119	3	1783155.0734769045	771265.0689156696
24120	1	1783087.3615880085	770798.7606242328
24121	3	1782773.2889511657	771309.7625074789
24122	1	1783349.3414868922	771241.6100824656
24123	3	1783664.5373682946	770354.1538736431
24124	1	1783721.7577386945	771157.664162883
24125	3	1774822.4223162404	771224.9055188625
24126	1	1774566.0946239098	771204.0586575355
24127	3	1774657.8497940104	769979.0540387435
24128	1	1774721.9210732554	769883.9630386935
24129	3	1774860.863996011	770643.217831639
24130	1	1774491.751563575	770865.6049990532
24131	3	1774560.357058401	770265.145937109
24132	1	1774424.9337545398	770509.2611867527
24133	1	1775055.012329692	769814.3687485519
24134	4	1774998.8046794864	770204.307270242
24135	1	1774395.7307739113	770147.9309956961
24136	3	1774788.3931515887	770320.4062617234
24137	4	1774778.2403381732	771565.2497917125
24138	1	1774790.886764064	771739.9211934899
24139	1	1774610.738050831	771587.4940023186
24140	1	1775200.2470817498	771511.8061625982
24141	3	1775076.5083742477	771525.015974242
24142	3	1769973.6116410224	776203.1999955254
24143	1	1768392.0222352713	776199.226305116
24144	1	1827925.3415812356	800548.1183920125
24145	3	1828921.1585050796	802494.7535698884
24146	2	1799385.5085082154	837726.6947568195
24147	1	1838500.5326875937	698777.6838327439
24148	3	1837818.2303591033	696240.441538245
24149	3	1838184.3804163854	696805.6074795931
24150	3	1836878.2564956797	696075.4312599842
24151	1	1838670.7194652054	695773.8900253407
24152	3	1837256.025329569	696013.643040706
24153	3	1837376.1001439083	696674.5711308896
24154	3	1838372.2675039803	695834.9378972613
24155	3	1838605.3481739634	696319.1627142627
24156	4	1839194.0852951917	696811.2590495399
24157	3	1839534.7699164492	696964.4546943229
24158	3	1836943.7935927175	697514.2119303169
24159	3	1837231.5003405819	697558.771798823
24160	3	1837434.5379858175	697724.5827736323
24161	3	1837597.5151107325	697510.1470749131
24162	3	1836957.295882378	697241.842775046
24163	3	1837032.0612243477	696953.5404937225
24164	1	1836852.137526529	695909.180822865
24165	3	1837059.7204769815	696681.4710731345
24166	3	1837966.3043601455	697031.5743460875
24167	3	1838886.4828887281	696605.4960228059
24168	1	1839227.3868075197	696411.7500247535
24169	3	1840672.5565711102	696129.3650481359
24170	3	1842366.5637210647	720233.3432401455
24171	1	1809122.4991237738	759759.2907593423
24172	3	1810808.4569351068	758674.9131099535
24173	3	1828205.9287519755	756152.2035462135
24174	3	1827653.9342371312	756347.1251331089
24175	3	1827899.3627637872	756588.7585527853
24176	1	1828007.962863085	756772.4464760337
24177	1	1828498.9579844147	756440.2107371947
24178	4	1828245.9409191096	756452.3638363869
24179	3	1827695.6261525364	756688.7801675086
24180	3	1828594.5514990122	757157.6863763244
24181	4	1828393.6859967313	756940.2226149082
24182	3	1827743.1251748395	757074.8231790444
24183	3	1748481.345320457	705297.7817116225
24184	3	1748858.9333516054	705909.4322623273
24185	3	1748031.6709212575	706520.0767416718
24186	3	1747910.6029796267	706455.1078871645
24187	3	1747233.7265860771	705875.251836573
24188	3	1747219.6415080528	706075.9552276816
24189	2	1747149.6145817987	706093.6031030598
24190	3	1747162.0525900251	706562.0490706515
24191	2	1747283.2267595318	706794.480265481
24192	3	1748001.746303117	705227.5397007646
24193	3	1747676.6152278318	705310.1188985802
24194	3	1746900.2581682978	707250.6707364041
24195	3	1746953.183187831	707040.9312976868
24196	3	1748608.0564703818	706334.7414314986
24197	3	1748536.9690179152	706406.6385053399
24198	3	1747801.9362458761	706277.1870075108
24199	3	1747356.7800470593	705891.0549498168
24200	2	1808369.0297419212	727832.876934337
24201	4	1808299.2890066346	728057.8886627897
24202	1	1808248.168198533	728240.9303269825
24203	3	1808594.7266669911	728108.6728447445
24204	1	1808108.2312687326	728025.8216847666
24205	3	1810765.4959932812	728828.8356357445
24206	1	1810773.5778361647	729175.3755162942
24207	3	1803785.6031750806	730577.8611564343
24208	4	1803886.5520338896	729222.9824323229
24209	4	1804074.8997150313	730536.1629099072
24210	3	1804347.6807090356	731162.9757032088
24211	1	1804408.6742979256	731219.0577288648
24212	1	1804355.1898355244	730205.8194338363
24213	4	1804375.9680262047	730492.5802458047
24214	3	1804839.4935418072	730425.8702514212
24215	3	1804884.1072290076	730709.583657661
24216	1	1805624.867246513	731750.6047583496
24217	3	1805339.0717347546	731108.1988231868
24218	3	1805433.6913933684	730340.2252271915
24219	4	1803490.1285450908	730620.6898581954
24220	3	1805460.2515553283	737429.7963773684
24221	1	1804932.4032208552	737246.751810224
24222	3	1805905.1095020983	736996.5977776331
24223	1	1805704.6318595773	737215.8026426649
24224	3	1805747.6093196494	736743.7357296278
24225	1	1805886.607628633	736692.3465030754
24226	3	1805562.6874632486	736537.2654450084
24227	1	1805497.9489619369	736962.1275916838
24228	3	1772740.5475631603	703985.6716066044
24229	4	1772724.0187934602	703982.8713265234
24230	1	1769207.8094785095	730304.7025422781
24231	3	1769179.1967527359	730511.6879071024
24232	3	1771211.4756864738	732606.7222821288
24233	2	1771690.2776592246	732549.5676354633
24234	2	1771713.4634524765	732839.5675996348
24235	3	1771246.7435933119	732897.0032828741
24236	3	1771237.3945335434	733080.1910607674
24237	3	1770159.551544384	732024.8875954814
24238	3	1771060.2468434523	732156.6837136607
24239	3	1771124.465904506	732201.3876966207
24240	3	1771100.643209695	732120.3647983588
24241	1	1820269.9777015038	728136.197691481
24242	3	1820329.553524656	728666.3240895013
24243	3	1819473.3242442152	728790.8770214245
24244	1	1819369.410948336	728177.248222612
24245	2	1820716.750812831	730820.6551194354
24246	3	1817151.0854989332	730933.8118877364
24247	3	1817417.41996591	730891.6400735904
24248	3	1817539.870506937	730820.7351207099
24249	3	1791467.8034907777	727789.7294740841
24250	3	1791614.7300483559	727971.2216059701
24251	3	1786238.3601877312	726313.2886021385
24252	1	1786603.8951870915	726212.319780316
24253	4	1788750.2427112185	723515.3772865942
24254	3	1788824.7897465553	726967.6511507153
24255	3	1829385.7764252382	733367.7913288261
24256	1	1812756.3910071198	717151.8076637625
24257	1	1789120.8897314877	727306.5672931963
24258	1	1779418.961074979	695019.669320567
24259	3	1819856.1178761318	740128.6446829557
24260	2	1799773.1117082816	838518.8803912497
24261	3	1783995.548437861	826796.1799669318
24262	3	1786672.6628787122	829646.3725810909
24263	1	1715321.3824403342	778381.5179163314
24264	1	1713856.4659318018	775437.354758735
24265	3	1712855.6120248002	775664.3134942615
24266	3	1713949.32990534	782310.8124440606
24267	1	1773796.4885529242	729157.1289318714
24268	1	1775262.4009428276	728876.7672504451
24269	4	1793258.6813832396	727189.0106701256
24270	4	1793632.5138226822	727142.6894625579
24271	4	1757012.7891539177	730656.2698215566
24272	1	1809178.1342233568	750560.084020273
24273	3	1813698.4220859855	748399.1008202721
24274	1	1759110.1165209347	698364.9915835565
24275	1	1744386.1346868873	697549.0659251895
24276	1	1741881.53249978	750833.6132599326
24277	1	1804769.1507051645	695806.152492007
24278	3	1801439.0919892176	696301.4136863413
24279	3	1801430.489355518	696139.8254965272
24280	1	1835138.468588346	740309.7991583428
24281	3	1834857.2803786783	740817.8750832072
24282	1	1835320.3119031743	740538.6807070789
24283	3	1834604.678309672	741076.0750498518
24284	1	1835183.6989341949	741048.9981853473
24285	4	1834676.6720081083	740601.7327969946
24286	2	1765281.4027877636	707339.5907750307
24287	1	1820910.2652543667	712401.7097945315
24288	3	1795957.3427360097	727638.3646195602
24289	3	1796355.7645359898	727665.10749647
24290	3	1796523.2165888364	726996.4231238595
24291	3	1796265.2472285207	726960.829131263
24292	3	1796219.910648476	727655.7253868442
24293	1	1773098.7742483863	716042.2289880483
24294	3	1763908.140925809	722314.9978509033
24295	3	1763875.397455014	722184.8965769826
24296	1	1832437.8476087598	706467.0527902587
24297	3	1796416.3607893782	696280.6872948572
24298	3	1796439.779924893	696251.787718569
24299	2	1793630.655065145	844415.4771298848
24300	5	1793616.6726040747	727202.1272645827
24301	1	1713475.1268815282	786331.2499404768
24302	1	1705140.7844569061	794761.1041993398
24303	3	1763811.0519001314	722210.1093994101
24304	3	1763502.1051025132	722061.5832490379
24305	3	1763459.0078857022	722050.2397548914
24306	4	1763097.751956749	722004.0268647961
24307	4	1762590.759290354	721973.0572227931
24308	3	1762519.4248607368	721968.4698806879
24310	2	1828225.3752800685	748179.8031391836
24312	2	1829145.1692091203	748224.4876697955
24314	1	1761082.7204885345	718600.6559207062
24315	3	1773392.1093378086	719761.2822956687
24316	3	1773335.285216774	719767.8558298806
24317	3	1822485.0794400412	737026.5074184872
24318	4	1810447.4883322183	729494.6210752572
24319	3	1801398.2588510732	724566.7874027377
24320	3	1801985.9797619975	724870.6521462079
24321	4	1800475.904796364	724373.0081497821
24322	3	1800604.4938516922	723840.7342500645
24323	3	1800712.9067213072	723941.3112644254
24324	3	1801409.62562544	724545.6061513479
24325	3	1801817.248836906	724781.7047703463
24326	4	1800956.1984867107	724235.8756469969
24327	3	1802002.1282258022	725575.3758159166
24328	3	1802104.6562391662	725270.7951332639
24329	3	1802061.292914843	725005.6469355366
24330	3	1800311.194778656	723510.0587721568
24331	3	1800731.8820068073	723911.3480870089
24332	3	1801263.8260789427	724499.8520500391
24333	3	1801829.7984063514	724761.244960157
24334	3	1801968.6956611294	724887.4986546201
24335	3	1801656.1931174723	724695.6264315328
24336	3	1800338.8005219852	723494.9713773812
24337	3	1800582.7760773276	723855.0589879643
24338	3	1801276.672087898	724479.7543412398
24339	4	1800940.65095655	724196.6477261581
24340	3	1801137.6063310374	724122.3280934182
24341	3	1735274.6256416915	709468.418914271
24342	3	1735211.7020438942	709560.6706325547
24343	3	1735318.6224005101	710170.697553923
24344	1	1793296.3493815796	727715.9401331351
24345	4	1791140.9057766532	722678.1641988268
24346	3	1790143.838408329	719476.9645365389
24347	3	1790373.9227630123	719470.0814950294
24348	3	1790027.8645634963	719639.3235807826
24349	3	1789950.8987938752	719915.027511679
24350	4	1789803.4835194286	720376.1095155554
24351	4	1789675.5853182613	720990.3398079224
24352	3	1790083.7934551002	721630.3734457772
24353	4	1791596.8365800886	723566.5783080744
24354	4	1792916.315813121	725920.5264757555
24355	4	1793313.6539985398	726346.2429755817
24356	4	1793596.2953213009	727145.0935349502
24357	4	1791190.376088204	722673.8552967843
24358	3	1791504.976362353	722472.4184478961
24359	3	1791683.6711833784	722304.9474800315
24360	3	1791985.2475079393	721996.1987208703
24361	3	1792173.7514969532	721793.7212801554
24362	3	1792316.740270396	721519.4397338589
24363	3	1792399.1831475697	721172.7171313397
24364	3	1792355.234505855	720972.0257047703
24365	3	1789996.096044699	719933.6786825871
24367	2	1763992.3811565693	718987.98491585
24368	3	1792113.768361062	713912.623721919
24369	3	1739713.0207209005	701301.6522399859
24370	3	1739858.3003622084	701291.3992802709
24371	3	1739450.2885380778	701336.1376434918
24372	4	1819945.795285353	804498.8630164999
24373	3	1804563.2485122283	734057.1221825766
24374	3	1804529.3934505624	734111.19579613
24375	3	1793730.7844717181	726102.7040161153
24376	3	1793902.2151721383	721428.9749422213
24377	3	1793114.3809349255	721093.7262725945
24378	3	1793277.2443579498	721081.8143948381
24379	3	1792999.0656288771	720930.2378969785
24380	3	1793052.7082197652	721126.8666513425
24381	1	1810802.369477192	716071.7177327339
24382	3	1813683.457509354	714518.7058505007
24383	3	1813629.0012871788	714530.647950244
24384	3	1813685.198704689	714568.5719281741
24385	1	1809533.5397296224	726992.3739112015
24386	3	1822493.8877037223	733475.4197050902
24387	3	1822519.034726865	733497.864024175
24388	3	1821992.1867621345	733967.2618197887
24389	3	1822014.9925779616	733992.6300881999
24390	3	1822215.0167819194	734641.8251581895
24391	3	1822189.893891755	734681.9992848526
24392	3	1822041.3124943262	734535.6736959665
24393	3	1822017.073224914	734575.8434799854
24394	3	1820029.5914271742	735508.1779966016
24395	4	1820260.2145261301	734771.2249921253
24396	1	1820109.9181451513	735837.9671501581
24397	4	1820232.3072874052	735757.9720543145
24398	3	1820537.081154912	735180.4622009324
24399	3	1807448.801970433	749752.0083506017
24400	4	1807398.9870136022	748581.451312858
24401	1	1792259.1261221252	764716.0949486686
24402	1	1783369.8067323302	730142.1897220521
24403	3	1831712.0694530266	739997.1133495338
24404	3	1831547.2598311536	740013.5507993301
24405	1	1831541.1011914336	739956.7865239001
24406	3	1831714.628857254	740040.0604211941
24407	1	1831710.3985348816	739955.2542455866
24408	2	1832373.8485833027	740094.824443654
24409	3	1809260.0381488807	807591.0835629693
24410	1	1789317.3582862248	743361.9592237291
24411	1	1789852.5751677016	743262.8865964125
24412	3	1789708.0891102136	743274.3407082543
24413	2	1789684.1516793435	743449.6045877145
24414	3	1817413.0713982286	730848.703893551
24415	3	1817290.040297947	730865.003568396
24416	3	1817295.2879099883	730910.8474882649
24417	3	1817144.049460903	730883.972732517
24418	3	1817506.077605144	707482.4132431742
24419	3	1817574.4614369117	707425.2633226032
24420	3	1817704.7555925339	707651.3862246233
24421	3	1813225.4611745093	726606.3741614374
24422	3	1813422.1671230746	726592.5733420327
24423	1	1813732.0461114747	726808.2507342753
24424	2	1812886.1440117157	716240.9699498335
24425	3	1813110.9502316026	716014.7719910473
24426	3	1813083.7983994791	716007.27314971
24427	3	1813120.5100739596	716421.7336896502
24428	3	1813081.9192045338	716424.1259623442
24429	3	1813136.5485959498	716609.135523365
24430	3	1813095.6025402755	716611.9045223364
24431	4	1813067.3006553003	716226.8870547161
24432	1	1786552.5286820289	714614.4851028458
24433	1	1815719.9582880384	828411.1294287116
24434	3	1815661.020709666	828092.1319977168
24435	1	1815881.8905581564	828060.3738250803
24436	1	1820094.496840576	829586.068716116
24437	3	1821099.2557598816	827872.2004221452
24438	2	1830152.7250400688	744478.1518351433
24440	3	1830356.8129608983	744554.353867984
24441	3	1830329.4456538511	744433.9803271353
24442	2	1830237.1634143237	744528.3512246362
24443	2	1830272.8875891082	744549.6595135526
24444	3	1830981.9046567627	744943.0950619021
24445	1	1713858.2475561406	751187.1307085761
24446	3	1773386.5643853259	782731.8247865597
24447	3	1773408.165787022	782969.0586192998
24448	3	1840662.249450809	749955.3530526987
24449	3	1821379.6967418767	736636.7592107297
24450	4	1821219.446825515	736683.8134356523
24451	3	1821155.1586830216	736493.0101804448
24452	2	1821645.1059024367	736075.4803278602
24453	2	1821475.4054867064	736406.5485009834
24454	3	1821535.393617558	736331.974163875
24455	1	1821707.2268636425	736592.8580098718
24456	3	1821795.232408976	736468.6292607519
24457	4	1821662.0527932278	736396.1313328195
24458	2	1830283.3618249486	729173.8886552533
24459	3	1830340.0644511422	729143.4000431693
24460	1	1830818.6405734406	729559.7767494796
24461	2	1830787.5834531425	729162.7380616955
24462	1	1795470.701079299	753037.2743250498
24463	3	1795642.277497466	752888.7966042091
24464	1	1794148.3098009368	752057.8966771398
24465	4	1801920.749499914	835475.9457923559
24466	1	1728508.9275359511	776218.3704396766
24467	3	1726260.0901539181	696129.7199044693
24468	1	1727374.8902292766	697195.8058691781
24469	1	1726940.4906581219	697052.359976617
24470	4	1727005.5768987283	696936.4094224445
24471	4	1727123.87808601	696095.9063591128
24472	1	1727027.5090045244	695927.4265102366
24473	1	1726296.317149609	696686.4217512618
24474	4	1726581.5997447132	696348.36912496
24475	1	1727462.414404627	696058.8556471443
24476	3	1755196.9743142913	695395.6703064991
24477	3	1754643.715626922	695354.2580257583
24478	3	1754232.1624565565	695412.6466477319
24479	3	1754192.5583517582	695758.4271810116
24480	3	1754109.8893488012	695864.6166238001
24481	3	1814077.6970049604	751939.424302343
24482	1	1813236.8683399595	752057.8971653713
24483	3	1791386.0668128824	743819.9044856613
24484	3	1791717.8800470517	745549.7258669595
24485	2	1791221.7278636934	743618.859032934
24486	3	1770517.827660202	695978.929468397
24487	3	1770637.7769510818	695881.9971644485
24488	3	1769965.439867014	694944.0845324876
24489	3	1770297.63649157	695392.1331428626
24490	1	1770403.577599571	695316.4111258507
24491	3	1770478.7489324026	695655.9195631038
24492	1	1770609.6652887936	695566.9210666172
24493	1	1770769.8423779376	695788.6228754183
24494	3	1738428.8856728668	749249.2372301251
24495	3	1735924.6667274672	749018.5012131345
24496	1	1789411.8171955277	744017.4175502426
24497	3	1789533.9283932769	743674.8014685014
24498	1	1789717.6058223662	743811.6418779441
24499	3	1793291.2079461948	734913.8197874754
24500	3	1793074.724333795	735441.5705715795
24501	4	1792752.7376720104	736390.094621789
24502	3	1792422.6330091574	736440.1658319216
24503	3	1792484.5785691782	735926.8232890153
24504	3	1791898.5062118827	735968.2711457817
24505	1	1792648.7347513563	735561.3947217608
24506	3	1801914.132075034	745664.0804398295
24507	3	1802381.8832821974	741573.6658250212
24508	3	1802609.4750973273	742493.7999550125
24509	3	1802666.8211662003	742533.5168750779
24510	1	1802823.2484872574	742651.6658905001
24511	1	1826712.0414910018	712124.686171671
24512	3	1762339.002873064	709544.8058294798
24513	3	1762096.4728501306	709841.4260973549
24514	2	1762051.8424050289	710030.3268815824
24515	3	1762345.2930854817	709187.6213869579
24516	3	1762394.2295773653	709312.1430872885
24517	3	1763165.5672013182	709427.8730716602
24518	3	1806399.3129246803	832861.9493265598
24519	3	1761706.1927054324	707371.5503421997
24520	1	1761917.352655876	707178.9080785678
24521	3	1762026.799052558	693509.3572134468
24522	3	1783335.3991987049	729921.4255314084
24523	3	1783467.7733705638	729894.3631154551
24524	3	1783613.8957365628	729806.4149092579
24525	4	1783475.8217276768	729909.2379644167
24526	3	1783643.880440792	729797.1210777793
24527	3	1783753.1134377099	729927.8468796002
24528	3	1784279.6708556395	729866.2271663587
24529	3	1784238.1780701897	729549.759215835
24530	3	1792986.5758932647	735619.4055954121
24531	3	1792575.3195832605	736415.5692983945
24532	3	1793053.9027904477	735504.316029131
24533	3	1793315.212038997	735519.837398551
24534	1	1793071.6797641446	735860.6248550455
24535	3	1792923.1064622279	736367.5764860996
24536	3	1793091.4297116143	736347.6202475291
24537	2	1793432.2697406823	736707.0619126061
24538	2	1792820.8484295693	736790.512340523
24539	4	1792768.9418615068	736487.9286539154
24540	3	1793103.789126399	736442.9294207392
24541	3	1793054.07464483	737225.6028269823
24542	3	1792946.9596996794	736464.2718256466
24543	3	1792435.8535500632	736531.4647888712
24544	3	1792589.436397388	736509.0472257036
24545	1	1757262.4523510016	698571.0418381924
24546	3	1782639.9297526225	694238.9736017579
24547	3	1784035.5242743248	694985.7886758436
24548	1	1784322.3673157683	695015.9931792122
24549	3	1783656.6608575478	729723.1347073468
24550	3	1783290.3031316462	729595.8804830455
24551	3	1757164.6710974118	701042.9573960154
24552	1	1813028.188549836	721051.5614262396
24553	3	1827756.6037802661	736214.2743518193
24554	3	1827775.642200512	736434.4378125381
24555	3	1813919.8526905703	699397.6356489373
24556	3	1814350.0873335314	699183.4573104649
24557	1	1814357.9888882628	698785.8730999936
24558	3	1814634.0266909855	699181.2138263258
24559	1	1815152.7444176772	698526.076187515
24560	1	1814781.187332712	699185.8902711174
24561	1	1754667.5479670884	698570.4945219089
24562	3	1812473.8076876197	742512.9642996959
24563	3	1813232.2113151422	742017.7463614092
24564	1	1812311.4038538665	742534.2317275283
24565	3	1775122.4208525487	723904.6358178216
24566	3	1760923.3033737119	713359.7215252256
24567	3	1760682.164853501	713433.9055168906
24568	3	1740804.9381169947	701499.7990068791
24569	2	1740820.5206563508	701793.1053717288
24570	4	1740777.1666374984	701193.8469479851
24571	3	1768851.5424301024	754374.8759621249
24572	1	1769162.9656978834	753319.099376972
24573	3	1838727.1243136693	698545.857582944
24574	3	1838686.2438537646	698438.2832953619
24575	3	1838681.634413238	698265.7453779833
24576	3	1838621.5595943134	698348.6545390617
24577	3	1838580.2153939619	698465.6999940623
24578	3	1838559.8501769437	698395.8945065668
24579	3	1838781.305037816	739272.3437093595
24580	3	1838978.0238898625	739081.7833212512
24581	3	1838818.7259890405	739343.5311509635
24582	3	1838926.2947045148	739561.1195639753
24583	3	1839057.618562829	739364.664759493
24584	3	1838931.9527046122	739509.7615749353
24585	3	1833472.1936528422	741117.0377165804
24586	4	1833456.1026867377	741138.9568121214
24587	3	1833228.32580698	740974.7413214806
24588	4	1833257.3350230362	741007.7347416932
24590	2	1829107.4957158961	748225.398065633
24591	3	1757070.2302017305	730817.4927313292
24592	3	1757149.0984611427	730526.7555826957
24593	2	1794946.27886148	716511.9086228256
24594	1	1794485.9750998653	716267.1242305244
24595	4	1839231.0331043312	733124.2700175642
24596	3	1839375.8083559694	732373.2967372198
24597	4	1821295.5115174167	736989.5999235866
24598	4	1821283.8897071325	736962.718788038
24599	4	1821319.883444105	736976.0051932365
24600	4	1821310.3470912138	736953.8461875534
24601	3	1821314.388980927	736995.6925391797
24602	2	1811761.2433352277	737140.7224832083
24603	3	1776813.0186397196	703522.1910952153
24604	3	1776959.3813257674	703453.141057909
24605	3	1774928.4252052833	704255.2359319524
24606	3	1777531.9819658466	703372.5301631205
24607	3	1777407.1988712403	703450.535684958
24608	3	1777549.912486215	699176.3384257853
24610	2	1761137.427748272	725469.3576604777
24611	1	1754322.325835436	749939.6535483545
24612	1	1753112.7440381886	752524.8378220994
24613	1	1752629.6986771587	752909.6367839924
24614	1	1766619.3051319106	717091.6591439625
24615	1	1766825.889113964	717430.2444573302
24616	1	1734693.4551166259	748197.6561660389
24617	3	1736184.5267398057	748791.7721423345
24618	3	1738595.1120301208	748795.7333119494
24619	3	1734803.2035343747	746376.773316843
24620	1	1734395.583147533	746390.2767295176
24621	4	1793226.437600819	822349.5831986619
24622	3	1793065.0010930798	822261.0013455241
24623	1	1793239.5875523053	822531.9139835839
24624	1	1830960.8919435786	728939.1073471764
24625	3	1831053.9904753265	729375.532546799
24626	3	1831227.5422680497	729140.9805064214
24627	1	1793329.797410272	735884.5392051216
24628	1	1793276.2345538484	735357.3385229073
24629	2	1820709.573924046	750375.5577693214
24630	3	1822642.1681654009	748684.8194384313
24631	1	1822593.0978314208	748295.154782615
24632	3	1823361.992771957	751806.3187108567
24633	3	1822834.7950102638	750396.4060912499
24634	3	1822846.3287067201	750814.6587616105
24635	3	1823114.9980321312	750803.4717135986
24636	1	1823191.461153052	750674.206776442
24637	3	1818839.3852364903	732241.7989252519
24638	3	1818129.569280199	732521.0863095154
24639	4	1818914.9647419178	731879.5315694356
24640	3	1818649.4473507444	731341.010854194
24641	3	1821405.5315703677	735813.4863776737
24642	3	1821697.09200338	735932.8678232192
24643	3	1821291.1441086743	736076.9221012264
24644	3	1821591.8477819134	736199.5323427187
24645	1	1742014.441196696	790555.3766383891
24646	3	1752958.6983446747	793983.620943395
24647	3	1752851.7863853849	793953.4750182073
24648	4	1744106.0685598417	796767.41787978
24649	3	1820473.9299045156	753949.7109260303
24650	3	1820497.6558041535	754443.2633564472
24651	1	1820600.0852233253	754560.6948038808
24652	2	1819805.4596318798	753870.8752125109
24653	3	1820177.207541728	754108.1501519169
24654	3	1772447.6903971732	778014.2764670078
24655	5	1772818.0236159794	777944.0373085113
24656	3	1773122.2545754076	777925.9507739703
24657	3	1773580.8588376807	777906.4573614306
24658	2	1769011.4158577595	778074.6636392716
24659	2	1768481.6632120733	778053.2193401366
24660	3	1768965.2694295042	778035.2989703026
24661	3	1767712.3107876892	778124.8393413835
24662	1	1766626.9883414127	781234.3908906832
24663	1	1766091.2558171302	776926.7252821623
24664	3	1769536.0242169956	778202.8283510425
24665	3	1769536.277539161	778154.4041126122
24666	1	1768813.3901448026	778523.1260002289
24667	1	1769573.0180452305	778407.1849426184
24668	3	1826705.6591183762	743825.7627402637
24669	1	1800352.0983342938	731228.9660374335
24670	3	1800728.2728987592	731136.8511810895
24671	1	1801139.971263918	731481.0433076147
24672	3	1831453.5832625881	739570.9337660886
24673	1	1831333.8401815786	739776.8339600876
24674	3	1793140.4322014318	726732.835004645
24675	1	1793011.0461457984	727206.1716038828
24676	3	1792626.679512149	726974.059538687
24677	3	1793233.267793587	726933.5953547789
24678	3	1792996.81513376	726949.2321729095
24679	3	1793265.3696013282	727271.6115461045
24680	3	1794720.5700664658	727563.5160182547
24681	3	1794687.7590095464	727837.8507432464
24682	3	1795020.8588233455	727583.1869290151
24683	2	1795002.4433103846	727851.6097040601
24684	3	1794700.146352259	727791.5404786798
24685	1	1794653.21683639	727776.1688816005
24686	3	1794712.561036362	727652.0307864014
24687	4	1795243.0531098275	727597.5052525866
24688	4	1794396.0998481133	727003.0017904575
24689	1	1793969.9708469547	726975.3614950756
24690	3	1795221.1915769437	727047.906815092
24691	3	1795230.46296542	726924.0708992188
24692	4	1795052.6373160025	727038.7267599946
24693	3	1795063.0818817127	726914.1556099745
24694	4	1794752.0680946116	727022.3337196491
24695	3	1794756.033031804	726898.1655645538
24696	3	1794343.2093066776	727756.5605189155
24697	3	1794396.911615662	727673.9586538955
