PARCELID	DELTSPUW	SHADPEMP	DELTSPUS	SHADPK12	DELTSPUU	SHADPUNI
5319	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5320	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5321	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5322	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5323	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5324	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5325	0.243999	-5.233882	-7.649693	0.000000	0.000000	-271.772689
5326	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5327	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5328	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5329	-0.294998	0.912204	-5.703782	0.000000	-6.551080	-254.870141
5330	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5331	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5332	6.389614	-683.723141	-5.703782	0.000000	-6.551080	-254.870141
5333	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5334	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5335	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5336	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5337	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5338	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5339	-0.294998	-736.319882	-5.703782	0.000000	-6.551080	-254.870141
5340	0.000000	-361.825527	-5.298317	0.000000	-4.605170	-251.451769
5341	0.000000	-361.825527	-5.298317	0.000000	-4.605170	-251.451769
5342	0.000000	-361.825527	-5.298317	0.000000	-4.605170	-251.451769
5343	6.875122	-291.623083	-5.298317	0.000000	-4.605170	-251.451769
5344	7.200544	-289.019704	-5.298317	0.000000	-4.605170	-251.451769
5345	0.000000	-13.494584	-5.298317	0.000000	-4.605170	-251.451769
5346	0.000000	-13.384332	-5.298317	0.000000	-4.605170	-251.451769
5347	0.000000	-361.825527	-5.298317	0.000000	-4.605170	-251.451769
5348	0.000000	-361.825527	-5.298317	0.000000	-4.605170	-251.451769
5349	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5350	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5351	-0.520244	1.003721	-7.495542	0.000000	-5.298317	-149.444881
5352	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5353	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5354	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5355	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5356	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5357	-0.631470	-5.489458	-7.495542	0.000000	-5.298317	-149.444881
5358	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5359	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5360	-0.420161	1.104544	-5.703782	0.000000	-6.214608	-113.232131
5361	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5362	-0.094327	0.746517	-5.703782	0.000000	-6.214608	-113.232131
5363	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5364	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5365	-0.071854	-2.481313	-5.703782	0.000000	-6.214608	-113.232131
5366	0.000000	-561.324715	-8.006368	0.000000	-4.605170	-46.051700
5367	6.633959	-508.253376	-8.006368	0.000000	-4.605170	-46.051700
5368	0.000000	-561.324715	-8.006368	0.000000	-4.605170	-46.051700
5369	0.255048	1.406417	-8.006368	0.000000	-4.605170	-46.051700
5370	0.193185	2.002481	-5.703782	0.000000	0.000000	-312.235269
5371	5.226463	-610.055153	-5.703782	0.000000	0.000000	-312.235269
5372	5.226463	-610.055153	-5.703782	0.000000	0.000000	-312.235269
5373	6.325075	-601.266257	-5.703782	0.000000	0.000000	-312.235269
5374	5.226463	-610.055153	-5.703782	0.000000	0.000000	-312.235269
5375	5.226463	-610.055153	-5.703782	0.000000	0.000000	-312.235269
5376	5.226463	-610.055153	-5.703782	0.000000	0.000000	-312.235269
5377	-0.776836	0.248904	-5.703782	0.000000	-5.298317	-44.912266
5378	-0.776836	-0.865832	-5.703782	0.000000	-5.298317	-44.912266
5379	-0.776836	0.295634	-5.703782	0.000000	-5.298317	-44.912266
5380	-0.776836	-0.865832	-5.703782	0.000000	-5.298317	-44.912266
5381	0.165207	2.234964	-5.703782	0.000000	-5.298317	-44.912266
5382	-0.776836	-0.865832	-5.703782	0.000000	-5.298317	-44.912266
5383	-0.776836	-0.865832	-5.703782	0.000000	-5.298317	-44.912266
5384	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5385	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5386	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5387	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5388	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5389	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5390	0.000000	-15.951404	0.000000	0.000000	0.000000	-428.280810
5391	-1.020935	-434.711377	-8.433812	0.000000	-4.605170	-541.726381
5392	-0.098947	2.000233	-8.433812	0.000000	-4.605170	-541.726381
5393	-1.020935	-0.826842	-8.433812	0.000000	-4.605170	-541.726381
5394	-1.020935	-434.711377	-8.433812	0.000000	-4.605170	-541.726381
5395	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5396	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5397	7.354695	-2.432406	-7.003065	0.000000	-4.605170	-566.248118
5398	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5399	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5400	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5401	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5402	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5403	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5404	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5405	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5406	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5407	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5408	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5409	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5410	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5411	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5412	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5413	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5414	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5415	5.003320	-21.243406	-7.003065	0.000000	-4.605170	-566.248118
5416	-0.085906	1.471976	-5.703782	0.000000	0.000000	-28.729632
5417	-0.207986	0.620480	-5.703782	0.000000	0.000000	-28.729632
5418	0.000000	-13.240685	-5.703782	0.000000	0.000000	-28.729632
5419	0.000000	-13.417765	-5.703782	0.000000	0.000000	-28.729632
5420	0.000000	-13.394499	-5.703782	0.000000	0.000000	-28.729632
5421	5.072312	-574.392875	-6.396930	0.000000	-4.605170	-70.946270
5422	5.072312	-574.392875	-6.396930	0.000000	-4.605170	-70.946270
5423	-0.043684	0.487959	-6.396930	0.000000	-4.605170	-70.946270
5424	0.222944	0.926270	-6.396930	0.000000	-4.605170	-70.946270
5425	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5426	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5427	-0.073836	1.579647	-8.594154	0.000000	-5.703782	-103.483389
5428	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5429	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5430	-0.053634	2.098100	-8.594154	0.000000	-5.703782	-103.483389
5431	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5432	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5433	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5434	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5435	0.165055	1.295110	-8.594154	0.000000	-5.703782	-103.483389
5436	6.497447	-112.479470	-8.594154	0.000000	-5.703782	-103.483389
5437	6.140772	-115.332870	-8.594154	0.000000	-5.703782	-103.483389
5438	7.813621	-451.469280	-8.101678	0.000000	0.000000	-457.916233
5439	0.285518	1.861140	-8.101678	0.000000	0.000000	-457.916233
5440	0.025166	2.296308	-8.101678	0.000000	0.000000	-457.916233
5441	0.037329	2.609816	-8.101678	0.000000	0.000000	-457.916233
5442	0.000000	-523.188252	-8.101678	0.000000	0.000000	-457.916233
5443	0.000000	-523.188252	-8.101678	0.000000	0.000000	-457.916233
5444	0.000000	-523.188252	-8.101678	0.000000	0.000000	-457.916233
5445	0.000000	-7.257584	-8.101678	0.000000	0.000000	-457.916233
5446	0.000000	-523.188252	-8.101678	0.000000	0.000000	-457.916233
5447	-0.091666	2.843445	-6.214608	0.000000	0.000000	-23.025850
5448	0.000000	0.000000	-6.214608	0.000000	0.000000	-23.025850
5449	0.000000	0.000000	-6.214608	0.000000	0.000000	-23.025850
5450	0.000000	0.000000	-6.214608	0.000000	0.000000	-23.025850
5451	-0.270920	1.031228	-6.214608	0.000000	0.000000	-23.025850
5452	0.000000	0.823378	-6.214608	0.000000	0.000000	-23.025850
5453	0.000000	2.115218	-6.214608	0.000000	0.000000	-23.025850
5454	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5455	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5456	-0.058965	1.869098	-7.090077	0.000000	0.000000	-485.476107
5457	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5458	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5459	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5460	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5461	-0.239807	1.544008	-7.090077	0.000000	0.000000	-485.476107
5462	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5463	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5464	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5465	0.000000	-579.504194	-7.090077	0.000000	0.000000	-485.476107
5466	-0.058027	2.212152	-7.090077	0.000000	0.000000	-485.476107
5467	-0.129307	2.279088	-7.090077	0.000000	0.000000	-485.476107
5468	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5469	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5470	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5471	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5472	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5473	4.310172	-641.805497	-5.298317	0.000000	0.000000	-38.920801
5474	-0.005208	1.376603	-8.575462	0.000000	0.000000	-28.324167
5475	0.000000	-13.815510	-8.575462	0.000000	0.000000	-28.324167
5476	0.401574	1.803529	-8.575462	0.000000	0.000000	-28.324167
5477	-0.117316	0.505340	-4.605170	0.000000	0.000000	-27.631020
5478	0.138031	1.663683	-4.605170	0.000000	0.000000	-27.631020
5479	0.181642	2.432438	-4.605170	0.000000	0.000000	-27.631020
5480	-0.700463	-0.720742	-8.160518	0.000000	-5.298317	-422.190592
5481	-0.214955	0.164494	-8.160518	0.000000	-5.298317	-422.190592
5482	-0.068470	2.083520	-8.160518	0.000000	-5.298317	-422.190592
5483	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5484	0.110467	1.180006	-6.551080	0.000000	0.000000	-168.964173
5485	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5486	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5487	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5488	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5489	0.110467	-6.250769	-6.551080	0.000000	0.000000	-168.964173
5490	0.175006	1.042330	-6.214608	0.000000	-4.605170	-359.203260
5491	-0.123605	2.757699	-8.216088	0.000000	0.000000	-23.025850
5492	-0.294998	-0.293594	-8.216088	0.000000	0.000000	-23.025850
5493	-0.294998	-1.945756	-8.216088	0.000000	0.000000	-23.025850
5494	-0.246208	1.911110	-8.216088	0.000000	0.000000	-23.025850
5495	0.072727	0.981298	-4.605170	0.000000	-4.605170	-27.631020
5496	6.525746	-719.809121	-8.764053	0.000000	-7.003065	-91.536335
5497	6.766908	-717.879825	-8.764053	0.000000	-7.003065	-91.536335
5498	0.000000	-12.540176	-8.764053	0.000000	-7.003065	-91.536335
5499	0.000000	-785.830263	-8.764053	0.000000	-7.003065	-91.536335
5500	0.000000	-785.830263	-8.764053	0.000000	-7.003065	-91.536335
5501	0.000000	-785.830263	-8.764053	0.000000	-7.003065	-91.536335
5502	0.000000	-785.830263	-8.764053	0.000000	-7.003065	-91.536335
5503	-0.175039	1.332147	-8.764053	0.000000	-7.003065	-91.536335
5504	6.507397	-274.556802	-5.991465	0.000000	0.000000	-23.025850
5505	5.003320	-286.589418	-5.991465	0.000000	0.000000	-23.025850
5506	-0.294998	-1.741855	-5.298317	0.000000	0.000000	-386.834280
5507	-0.223821	2.817806	-6.214608	0.000000	-5.703782	-68.075702
5508	6.389614	-562.263415	-6.214608	0.000000	-5.703782	-68.075702
5509	0.000000	-613.379991	-6.214608	0.000000	-5.703782	-68.075702
5510	0.000000	-613.379991	-6.214608	0.000000	-5.703782	-68.075702
5511	0.000000	-613.379991	-6.214608	0.000000	-5.703782	-68.075702
5512	0.000000	-613.379991	-6.214608	0.000000	-5.703782	-68.075702
5513	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5514	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5515	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5516	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5517	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5518	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5519	0.047763	0.957876	-6.396930	0.000000	-6.214608	-345.200747
5520	0.000000	-0.705959	-6.396930	0.000000	-6.214608	-345.200747
5521	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5522	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5523	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5524	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5525	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5526	0.000000	-46.753897	-5.991465	0.000000	-4.605170	-561.925600
5527	0.000000	-13.508248	0.000000	0.000000	0.000000	-15.607270
5528	0.501006	1.523303	-4.605170	0.000000	0.000000	-9.210340
5529	0.113241	0.355200	-4.605170	0.000000	0.000000	-9.210340
5530	0.000000	0.000000	-4.605170	0.000000	0.000000	-9.210340
5531	-3.676964	2.034713	-7.090077	0.000000	-5.703782	-398.971132
5532	-0.631470	-1.504381	-7.090077	0.000000	-5.703782	-398.971132
5533	6.507397	-97.491743	-7.090077	0.000000	-5.703782	-398.971132
5534	-0.631470	-152.023011	-7.090077	0.000000	-5.703782	-398.971132
5535	-0.631470	-152.023011	-7.090077	0.000000	-5.703782	-398.971132
5536	7.775908	-87.343652	-7.090077	0.000000	-5.703782	-398.971132
5537	0.062915	2.369297	-7.740664	0.000000	-4.605170	-488.771943
5538	-0.087252	2.372783	-7.740664	0.000000	-4.605170	-488.771943
5539	6.700217	-643.734033	-7.740664	0.000000	-4.605170	-488.771943
5540	0.000000	-7.626301	-5.298317	0.000000	0.000000	-34.027950
5541	0.000000	-7.626301	-5.298317	0.000000	0.000000	-34.027950
5542	0.000000	-7.626301	-5.298317	0.000000	0.000000	-34.027950
5543	0.000000	-7.626301	-5.298317	0.000000	0.000000	-34.027950
5544	0.059456	1.086500	-7.549609	0.000000	0.000000	-110.524080
5545	-0.056266	3.374710	-7.549609	0.000000	0.000000	-110.524080
5546	0.000000	-1.088525	-7.549609	0.000000	0.000000	-110.524080
5547	0.000000	-1.088525	-7.549609	0.000000	0.000000	-110.524080
5548	-0.042822	1.759156	-7.549609	0.000000	0.000000	-110.524080
5549	-0.137034	1.239566	-8.070906	0.000000	0.000000	-32.236190
5550	-0.047584	2.840833	-8.070906	0.000000	0.000000	-32.236190
5551	-0.020924	2.697157	-8.070906	0.000000	0.000000	-32.236190
5552	5.728555	-592.398411	-8.779557	0.000000	-5.298317	-54.345749
5553	5.728555	-592.398411	-8.779557	0.000000	-5.298317	-54.345749
5554	5.728555	-592.398411	-8.779557	0.000000	-5.298317	-54.345749
5555	5.728555	-592.398411	-8.779557	0.000000	-5.298317	-54.345749
5556	-0.070537	1.903262	-8.779557	0.000000	-5.298317	-54.345749
5557	6.758175	-584.161451	-8.779557	0.000000	-5.298317	-54.345749
5558	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5559	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5560	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5561	0.190510	0.615294	-6.684612	0.000000	0.000000	-509.412433
5562	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5563	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5564	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5565	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5566	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5567	-0.582680	-1.149940	-6.684612	0.000000	0.000000	-509.412433
5568	6.691166	-353.576648	-9.305651	0.000000	-5.991465	-416.962123
5569	0.110352	2.370013	-9.305651	0.000000	-5.991465	-416.962123
5570	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5571	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5572	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5573	-0.175767	-2.185642	-9.305651	0.000000	-5.991465	-416.962123
5574	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5575	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5576	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5577	-0.175767	-411.325527	-9.305651	0.000000	-5.991465	-416.962123
5578	-0.175767	-2.375194	-9.305651	0.000000	-5.991465	-416.962123
5579	-0.080457	-0.480948	-9.305651	0.000000	-5.991465	-416.962123
5580	-0.155236	-2.767567	-6.802395	0.000000	-5.298317	-75.251335
5581	-0.155236	-1.370679	-6.802395	0.000000	-5.298317	-75.251335
5582	-0.155236	-1.125834	-6.802395	0.000000	-5.298317	-75.251335
5583	-0.155236	-2.767567	-6.802395	0.000000	-5.298317	-75.251335
5584	-0.001085	1.173999	-6.802395	0.000000	-5.298317	-75.251335
5585	-0.155236	-0.084171	-6.802395	0.000000	-5.298317	-75.251335
5586	-0.155236	-2.767567	-6.802395	0.000000	-5.298317	-75.251335
5587	-0.155236	-2.767567	-6.802395	0.000000	-5.298317	-75.251335
5588	0.067908	0.969628	-6.802395	0.000000	-5.298317	-75.251335
5589	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5590	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5591	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5592	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5593	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5594	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5595	0.038748	3.396283	-7.090077	0.000000	-6.214608	-316.556045
5596	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5597	0.000000	-207.433174	-7.090077	0.000000	-6.214608	-316.556045
5598	9.209661	-133.756222	-7.090077	0.000000	-6.214608	-316.556045
5599	0.000000	-1.121212	-5.298317	0.000000	0.000000	-35.973860
5600	0.000000	-1.121212	-5.298317	0.000000	0.000000	-35.973860
5601	0.023541	3.781620	-5.298317	0.000000	0.000000	-35.973860
5602	0.000000	-1.121212	-5.298317	0.000000	0.000000	-35.973860
5603	-0.033428	2.131076	-5.298317	0.000000	0.000000	-35.973860
5604	0.000000	0.864811	-5.298317	0.000000	0.000000	-35.973860
5605	0.000000	-9.938294	-7.244228	0.000000	0.000000	-654.092534
5606	0.000000	-9.938294	-7.244228	0.000000	0.000000	-654.092534
5607	0.000000	-9.938294	-7.244228	0.000000	0.000000	-654.092534
5608	0.021957	2.697701	-7.244228	0.000000	0.000000	-654.092534
5609	0.000722	0.539718	-7.244228	0.000000	0.000000	-654.092534
5610	0.000000	-9.938294	-7.244228	0.000000	0.000000	-654.092534
5611	0.066353	2.804629	-7.244228	0.000000	0.000000	-654.092534
5612	0.000000	-9.938294	-7.244228	0.000000	0.000000	-654.092534
5613	0.026382	2.526608	-7.244228	0.000000	0.000000	-654.092534
5614	-0.424546	-0.970744	-7.244228	0.000000	0.000000	-654.092534
5615	-0.006177	2.524332	-7.244228	0.000000	0.000000	-654.092534
5616	0.000000	-9.903487	-5.298317	0.000000	0.000000	-15.424948
5617	-0.294998	0.269004	-5.298317	0.000000	0.000000	-15.424948
5618	0.000000	-9.903487	-5.298317	0.000000	0.000000	-15.424948
5619	0.000000	-9.903487	-5.298317	0.000000	0.000000	-15.424948
5620	0.000000	-0.755110	-7.377759	0.000000	0.000000	-14.508657
5621	0.000000	-0.755110	-7.377759	0.000000	0.000000	-14.508657
5622	0.000000	-0.064341	-7.377759	0.000000	0.000000	-14.508657
5623	0.088759	0.323946	-7.377759	0.000000	0.000000	-14.508657
5624	-0.061775	2.075888	-7.377759	0.000000	0.000000	-14.508657
5625	-0.059091	1.166039	-7.696213	0.000000	-4.605170	-90.270819
5626	0.000000	1.028364	-7.696213	0.000000	-4.605170	-90.270819
5627	0.000000	1.857500	-7.696213	0.000000	-4.605170	-90.270819
5628	0.186954	1.598298	-7.696213	0.000000	-4.605170	-90.270819
5629	0.000000	1.298303	-7.696213	0.000000	-4.605170	-90.270819
5630	0.000000	-0.002031	-7.696213	0.000000	-4.605170	-90.270819
5631	-0.029590	4.240881	-7.696213	0.000000	-4.605170	-90.270819
5632	0.000000	-0.002031	-7.696213	0.000000	-4.605170	-90.270819
5633	-0.105092	2.447712	-7.696213	0.000000	-4.605170	-90.270819
5634	0.124231	1.464037	-7.696213	0.000000	-4.605170	-90.270819
5635	0.000000	-0.002031	-7.696213	0.000000	-4.605170	-90.270819
5636	0.000000	1.432078	-7.696213	0.000000	-4.605170	-90.270819
5637	0.000000	-73.993551	-4.605170	0.000000	0.000000	-74.375867
5638	6.875122	-18.992911	-4.605170	0.000000	0.000000	-74.375867
5639	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5640	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5641	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5642	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5643	-0.094327	0.653662	-6.907755	0.000000	-5.991465	-473.909939
5644	0.000000	-0.058347	-6.907755	0.000000	-5.991465	-473.909939
5645	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5646	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5647	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5648	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5649	0.000000	-711.106339	-6.907755	0.000000	-5.991465	-473.909939
5650	8.138814	-645.996163	-6.907755	0.000000	-5.991465	-473.909939
5651	-0.294998	1.025175	-6.907755	0.000000	-5.991465	-473.909939
5652	0.000000	-649.923212	-6.396930	0.000000	0.000000	-367.140635
5653	0.000000	-649.923212	-6.396930	0.000000	0.000000	-367.140635
5654	0.000000	-649.923212	-6.396930	0.000000	0.000000	-367.140635
5655	0.000000	-649.923212	-6.396930	0.000000	0.000000	-367.140635
5656	0.000000	-560.423274	0.000000	0.000000	0.000000	-122.977011
5657	-0.134655	0.570499	0.000000	0.000000	0.000000	-122.977011
5658	0.000000	-560.423274	0.000000	0.000000	0.000000	-122.977011
5659	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5660	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5661	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5662	-0.291328	1.254899	-7.696213	0.000000	-6.214608	-577.206289
5663	-0.023064	2.535860	-7.696213	0.000000	-6.214608	-577.206289
5664	-0.140847	-0.422719	-7.696213	0.000000	-6.214608	-577.206289
5665	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5666	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5667	-0.140847	-1.181946	-7.696213	0.000000	-6.214608	-577.206289
5668	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5669	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5670	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5671	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5672	-0.140847	-1.748958	-7.696213	0.000000	-6.214608	-577.206289
5673	-0.053596	2.044282	-8.948976	0.000000	0.000000	-102.946894
5674	0.279779	1.912384	-8.948976	0.000000	0.000000	-102.946894
5675	0.228251	0.792056	-8.948976	0.000000	0.000000	-102.946894
5676	-1.303226	0.761003	-8.948976	0.000000	0.000000	-102.946894
5677	0.000000	-202.674910	-8.948976	0.000000	0.000000	-102.946894
5678	0.000000	1.684069	-8.948976	0.000000	0.000000	-102.946894
5679	-0.084983	2.238826	-4.605170	0.000000	0.000000	-19.519292
5680	0.000000	0.000000	-4.605170	0.000000	0.000000	-19.519292
5681	0.000000	-1.563826	-5.298317	0.000000	0.000000	-36.841360
5682	-0.029579	0.528600	-5.298317	0.000000	0.000000	-36.841360
5683	0.000000	0.912593	-5.298317	0.000000	0.000000	-36.841360
5684	0.036980	2.434734	-8.556414	0.000000	8.399679	-20.052337
5685	-0.026653	1.867782	-8.556414	0.000000	0.000000	-104.361115
5686	-0.225985	0.185239	-8.556414	0.000000	0.000000	-104.361115
5687	-0.050565	2.708161	-8.556414	0.000000	0.000000	-104.361115
5688	-0.125297	1.149160	-8.556414	0.000000	0.000000	-104.361115
5689	0.197337	2.077055	-8.556414	0.000000	0.000000	-104.361115
5690	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5691	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5692	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5693	7.305905	-50.996940	-6.214608	0.000000	-4.605170	-47.437995
5694	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5695	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5696	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5697	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
5698	0.803615	-104.648419	-6.214608	0.000000	-4.605170	-47.437995
